ano;PA_UFMUN;UF;Nome_Município;Pop_IBGE;PA_PROC_ID;NO_PROCEDIMENTO;Valor_Aprovado;qtd_aprovada
2020;314610;MG;Ouro Preto;74558;0201010160;BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA;85.69;1
2016;354870;SP;São Bernardo do Campo;844483;0201010216;BIOPSIA DE FIGADO POR PUNCAO;213.45;3
2019;350320;SP;Araraquara;238339;0201010275;BIOPSIA DE MEDULA OSSEA;3400;17
2016;521920;GO;Santa Cruz de Goiás;2819;0201010640;PUNÇÃO P/ ESVAZIAMENTO;477;36
2018;352900;SP;Marília;240590;0201010305;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO);2010.25;11
2016;292400;BA;Paulo Afonso;118516;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1894.68;57
2019;431410;RS;Passo Fundo;204722;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;15556.32;234
2020;351860;SP;Guariba;40487;0201010410;BIOPSIA DE PROSTATA;461.9;5
2018;316720;MG;Sete Lagoas;241835;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;332.4;5
2020;410840;PR;Francisco Beltrão;92216;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1898.4;80
2015;421660;SC;São José;250181;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2018;354580;SP;Santa Bárbara d'Oeste;194390;0201010380;BIOPSIA DE PENIS;18.33;1
2016;350320;SP;Araraquara;238339;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2019;431560;RS;Rio Grande;211965;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1540;11
2015;420910;SC;Joinville;597658;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;73.32;4
2019;430700;RS;Erechim;106633;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1013.32;47
2015;316860;MG;Teófilo Otoni;140937;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;141;10
2020;330330;RJ;Niterói;515317;0201010399;BIOPSIA DE PIRAMIDE NASAL;18.33;1
2019;315460;MG;Ribeirão das Neves;338197;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;616.98;26
2015;420890;SC;Jaraguá do Sul;181173;0201010518;BIOPSIA/PUNÇÃO DE VULVA;109.98;6
2015;330190;RJ;Itaboraí;242543;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2017;330630;RJ;Volta Redonda;273988;0201010380;BIOPSIA DE PENIS;91.65;5
2017;352240;SP;Itapeva;94804;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;19.06;1
2016;350750;SP;Botucatu;148130;0201010046;BIOPSIA DE ANUS E CANAL ANAL;13660.4;740
2020;311940;MG;Coronel Fabriciano;110290;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;308.49;13
2020;431140;RS;Lajeado;85033;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;664.8;10
2020;353980;SP;Poá;118349;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;36.66;2
2016;312360;MG;Elói Mendes;28320;0201010666;BIOPSIA DO COLO UTERINO;439.92;25
2019;354890;SP;São Carlos;254484;0201010631;PUNÇÃO LOMBAR;14.08;2
2019;421360;SC;Porto União;35543;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;64.68;3
2020;355280;SP;Taboão da Serra;293652;0201010518;BIOPSIA/PUNÇÃO DE VULVA;4747.47;259
2019;350960;SP;Campo Limpo Paulista;85541;0201010372;BIOPSIA DE PELE E PARTES MOLES;258.3;10
2020;420200;SC;Balneário Camboriú;145796;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2020;352440;SP;Jacareí;235416;0201010275;BIOPSIA DE MEDULA OSSEA;2200;11
2020;330455;RJ;Rio de Janeiro;6747815;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;19.06;1
2020;330400;RJ;Piraí;29545;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;194;2
2018;250750;PB;João Pessoa;817511;0201010194;BIOPSIA DE FARINGE/LARINGE;19.06;1
2016;330420;RJ;Resende;132312;0201010410;BIOPSIA DE PROSTATA;3418.06;37
2015;352530;SP;Jaú;151881;0201010380;BIOPSIA DE PENIS;91.65;5
2018;250600;PB;Esperança;33199;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;253.8;18
2019;354160;SP;Promissão;40828;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;66.48;1
2018;420460;SC;Criciúma;217311;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;73.32;4
2015;355620;SP;Valinhos;131210;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;281.43;9
2015;250400;PB;Campina Grande;411807;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;3492;36
2016;315210;MG;Ponte Nova;59875;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;4037.37;59
2015;355240;SP;Sumaré;286211;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2020;261110;PE;Petrolina;354317;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;4681.2;332
2015;240810;RN;Natal;890480;0201010380;BIOPSIA DE PENIS;18.33;1
2020;355220;SP;Sorocaba;687357;0201010151;BIOPSIA DE ENDOMETRIO;146.64;8
2015;330390;RJ;Petrópolis;306678;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;0;1
2020;355030;SP;São Paulo;12325232;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;111979.11;1625
2016;352130;SP;Ipuã;16604;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;211.5;15
2018;352530;SP;Jaú;151881;0201010321;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO);1887.8;10
2017;355030;SP;São Paulo;12325232;0201010283;BIOPSIA DE MUSCULO (A CEU ABERTO);11052.99;603
2018;292530;BA;Porto Seguro;150658;0201010410;BIOPSIA DE PROSTATA;17500;50
2019;350570;SP;Barueri;276982;0201010380;BIOPSIA DE PENIS;714.87;39
2017;510622;MT;Nova Mutum;46813;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2020;352530;SP;Jaú;151881;0201010216;BIOPSIA DE FIGADO POR PUNCAO;12451.25;175
2017;355640;SP;Vargem Grande do Sul;43110;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;172.48;8
2017;430350;RS;Camaquã;66478;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;431.2;20
2019;312610;MG;Formiga;67822;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2015;130260;AM;Manaus;2219580;0201010372;BIOPSIA DE PELE E PARTES MOLES;48147.12;1864
2017;410970;PR;Ibaiti;31644;0201010640;PUNÇÃO P/ ESVAZIAMENTO;159;12
2018;292400;BA;Paulo Afonso;118516;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1540;11
2017;520140;GO;Aparecida de Goiânia;590146;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;1067;11
2020;150420;PA;Marabá;283542;0201010518;BIOPSIA/PUNÇÃO DE VULVA;54.99;3
2015;354340;SP;Ribeirão Preto;711825;0201010631;PUNÇÃO LOMBAR;492.8;70
2018;431720;RS;Santa Rosa;73575;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;485;5
2017;311550;MG;Caxambu;21610;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;1
2017;310670;MG;Betim;444784;0201010666;BIOPSIA DO COLO UTERINO;1576.38;86
2019;350580;SP;Bastos;20953;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;129.36;6
2017;330420;RJ;Resende;132312;0201010631;PUNÇÃO LOMBAR;91.52;13
2015;430750;RS;Espumoso;15591;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;42.3;3
2017;421580;SC;São Bento do Sul;85421;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;187.62;6
2016;150320;PA;Igarapé-Açu;39023;0201010640;PUNÇÃO P/ ESVAZIAMENTO;437.25;33
2016;352590;SP;Jundiaí;423006;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;54417;561
2017;354870;SP;São Bernardo do Campo;844483;0201010330;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO);753.04;4
2020;410480;PR;Cascavel;332333;0201010046;BIOPSIA DE ANUS E CANAL ANAL;627.64;35
2016;330580;RJ;Teresópolis;184240;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2016;353060;SP;Mogi das Cruzes;450785;0201010275;BIOPSIA DE MEDULA OSSEA;7200;36
2017;352690;SP;Limeira;308482;0201010380;BIOPSIA DE PENIS;164.97;9
2017;420240;SC;Blumenau;361855;0201010640;PUNÇÃO P/ ESVAZIAMENTO;92.75;7
2015;352050;SP;Indaiatuba;256223;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1185.8;55
2017;431870;RS;São Leopoldo;238648;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;33.24;1
2018;352670;SP;Leme;104346;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;132.96;2
2015;330070;RJ;Cabo Frio;230378;0201010518;BIOPSIA/PUNÇÃO DE VULVA;36.66;2
2018;431840;RS;São Jerônimo;24412;0201010046;BIOPSIA DE ANUS E CANAL ANAL;36.92;4
2016;293330;BA;Vitória da Conquista;341128;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;280.28;13
2019;330040;RJ;Barra Mansa;184833;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;840;6
2018;311860;MG;Contagem;668949;0201010194;BIOPSIA DE FARINGE/LARINGE;38.12;2
2020;221100;PI;Teresina;868075;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2459.76;37
2016;431440;RS;Pelotas;343132;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2017;352930;SP;Matão;83626;0201010410;BIOPSIA DE PROSTATA;1016.18;11
2015;170210;TO;Araguaína;183381;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;2889.04;134
2020;310590;MG;Barroso;20897;0201010593;PUNÇÃO DE CISTERNA SUB-OCCIPITAL;14.08;2
2019;230440;CE;Fortaleza;2686612;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;36988;487
2017;320030;ES;Alfredo Chaves;14636;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;105;2
2018;260040;PE;Água Preta;37082;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;119.95;5
2019;353620;SP;Pariquera-Açu;19723;0201010410;BIOPSIA DE PROSTATA;15519.84;168
2020;500830;MS;Três Lagoas;123281;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;70;1
2016;430700;RS;Erechim;106633;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;507.6;36
2019;150550;PA;Paragominas;114503;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;549.9;39
2019;353980;SP;Poá;118349;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2018;261160;PE;Recife;1653461;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);32057.76;282
2018;500660;MS;Ponta Porã;93937;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2016;250750;PB;João Pessoa;817511;0201010046;BIOPSIA DE ANUS E CANAL ANAL;166.14;9
2018;320020;ES;Alegre;29975;0201010410;BIOPSIA DE PROSTATA;92.38;1
2016;350540;SP;Barra do Turvo;7632;0201010640;PUNÇÃO P/ ESVAZIAMENTO;6174.5;470
2019;150680;PA;Santarém;306480;0201010631;PUNÇÃO LOMBAR;288.64;41
2019;350600;SP;Bauru;379297;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;31.27;1
2020;312770;MG;Governador Valadares;281046;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;140;2
2019;352410;SP;Ituverava;42045;0201010666;BIOPSIA DO COLO UTERINO;421.59;23
2019;291360;BA;Ilhéus;159923;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;11200;80
2020;310620;MG;Belo Horizonte;2521564;0201010518;BIOPSIA/PUNÇÃO DE VULVA;1026.48;56
2016;330414;RJ;Queimados;151335;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;0;2
2020;411840;PR;Paranavaí;88922;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;107.8;16
2016;353350;SP;Novo Horizonte;41414;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2016;432240;RS;Uruguaiana;126866;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;1455;16
2016;352270;SP;Itápolis;43331;0201010631;PUNÇÃO LOMBAR;7.04;1
2016;261110;PE;Petrolina;354317;0201010372;BIOPSIA DE PELE E PARTES MOLES;7180.74;278
2018;354060;SP;Porto Feliz;53402;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;3783;39
2018;330220;RJ;Itaperuna;103800;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;4540.2;322
2020;355280;SP;Taboão da Serra;293652;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;66.48;1
2016;250750;PB;João Pessoa;817511;0201010372;BIOPSIA DE PELE E PARTES MOLES;16453.71;835
2016;330630;RJ;Volta Redonda;273988;0201010399;BIOPSIA DE PIRAMIDE NASAL;36.66;2
2016;354330;SP;Ribeirão Pires;124159;0201010518;BIOPSIA/PUNÇÃO DE VULVA;293.28;16
2016;170210;TO;Araguaína;183381;0201010410;BIOPSIA DE PROSTATA;3233.3;35
2020;431490;RS;Porto Alegre;1488252;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;50512;631
2019;313190;MG;Itabirito;52446;0201010666;BIOPSIA DO COLO UTERINO;898.17;49
2018;320520;ES;Vila Velha;501325;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;495.88;23
2016;420240;SC;Blumenau;361855;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;19.06;1
2020;320150;ES;Colatina;123400;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);113.68;1
2020;420820;SC;Itajaí;223112;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2016;350400;SP;Assis;105087;0201010372;BIOPSIA DE PELE E PARTES MOLES;8808.03;341
2020;130260;AM;Manaus;2219580;0201010046;BIOPSIA DE ANUS E CANAL ANAL;1162.98;63
2020;330390;RJ;Petrópolis;306678;0201010518;BIOPSIA/PUNÇÃO DE VULVA;146.64;8
2019;352670;SP;Leme;104346;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;129.36;6
2019;316720;MG;Sete Lagoas;241835;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;14840;108
2016;352590;SP;Jundiaí;423006;0201010640;PUNÇÃO P/ ESVAZIAMENTO;662.5;50
2020;230440;CE;Fortaleza;2686612;0201010518;BIOPSIA/PUNÇÃO DE VULVA;1026.48;56
2018;261340;PE;São José da Coroa Grande;21586;0201010640;PUNÇÃO P/ ESVAZIAMENTO;662.5;50
2018;431440;RS;Pelotas;343132;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;280;2
2020;315120;MG;Pirapora;56640;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2020;431340;RS;Novo Hamburgo;247032;0201010410;BIOPSIA DE PROSTATA;15427.46;167
2020;510785;MT;São Félix do Araguaia;11843;0201010640;PUNÇÃO P/ ESVAZIAMENTO;39.75;3
2015;353440;SP;Osasco;699944;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;8854.8;628
2020;431670;RS;Santa Bárbara do Sul;7909;0201010372;BIOPSIA DE PELE E PARTES MOLES;284.13;12
2018;353070;SP;Mogi Guaçu;153033;0201010410;BIOPSIA DE PROSTATA;14873.18;161
2015;410690;PR;Curitiba;1948626;0201010097;BIOPSIA DE CONJUNTIVA;342.1;11
2015;316370;MG;São Lourenço;46202;0201010666;BIOPSIA DO COLO UTERINO;366.6;20
2019;316720;MG;Sete Lagoas;241835;0201010372;BIOPSIA DE PELE E PARTES MOLES;3099.6;133
2015;140010;RR;Boa Vista;419652;0201010666;BIOPSIA DO COLO UTERINO;2841.15;155
2019;411180;PR;Jacarezinho;39322;0201010151;BIOPSIA DE ENDOMETRIO;36.66;2
2020;290070;BA;Alagoinhas;152327;0201010372;BIOPSIA DE PELE E PARTES MOLES;129.15;5
2018;110020;RO;Porto Velho;539354;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;4919.52;88
2015;261160;PE;Recife;1653461;0201010151;BIOPSIA DE ENDOMETRIO;7222.02;394
2015;352230;SP;Itapetininga;165526;0201010410;BIOPSIA DE PROSTATA;29931.12;324
2015;290270;BA;Barra;53910;0201010640;PUNÇÃO P/ ESVAZIAMENTO;185.5;14
2015;261255;PE;Santa Filomena;14562;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2018;354140;SP;Presidente Prudente;230371;0201010410;BIOPSIA DE PROSTATA;28730.18;311
2018;330580;RJ;Teresópolis;184240;0201010046;BIOPSIA DE ANUS E CANAL ANAL;36.92;2
2017;110025;RO;Presidente Médici;18571;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;183.3;13
2017;520870;GO;Goiânia;1536097;0201010372;BIOPSIA DE PELE E PARTES MOLES;52719.03;2041
2017;410430;PR;Campo Mourão;95488;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;547.44;8
2017;353800;SP;Pindamonhangaba;170132;0201010089;BIOPSIA DE CONDUTO AUDITIVO EXTERNO;19.06;1
2017;354390;SP;Rio Claro;208008;0201010445;BIOPSIA DE SEIO PARANASAL;54.99;3
2015;352680;SP;Lençóis Paulista;68990;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2017;411520;PR;Maringá;430157;0201010224;BIOPSIA DE GANGLIO LINFATICO;508.09;11
2017;412390;PR;Santa Mariana;11622;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;972.9;85
2015;410050;PR;Altônia;22176;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;199.44;6
2020;420820;SC;Itajaí;223112;0201010216;BIOPSIA DE FIGADO POR PUNCAO;71.15;1
2017;350920;SP;Cajamar;77934;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2018;350220;SP;Angatuba;25479;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2015;310200;MG;Alterosa;14517;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;70.5;5
2017;353060;SP;Mogi das Cruzes;450785;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2622.6;186
2015;353470;SP;Ourinhos;114352;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;495.88;23
2017;411520;PR;Maringá;430157;0201010194;BIOPSIA DE FARINGE/LARINGE;152.48;8
2019;350760;SP;Bragança Paulista;170533;0201010631;PUNÇÃO LOMBAR;56.32;8
2017;420200;SC;Balneário Camboriú;145796;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;4554.06;54
2015;330455;RJ;Rio de Janeiro;6747815;0201010313;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO);183.39;1
2018;431033;RS;Imbé;23271;0201010372;BIOPSIA DE PELE E PARTES MOLES;542.43;21
2018;315250;MG;Pouso Alegre;152549;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;6020;43
2015;431442;RS;Picada Café;5738;0201010372;BIOPSIA DE PELE E PARTES MOLES;103.32;4
2017;310110;MG;Aimorés;25141;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;70.5;6
2017;310150;MG;Além Paraíba;35401;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;169.2;12
2020;410420;PR;Campo Largo;133865;0201010518;BIOPSIA/PUNÇÃO DE VULVA;36.66;2
2017;330010;RJ;Angra dos Reis;207044;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2015;231180;CE;Russas;78882;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;410.58;6
2017;317010;MG;Uberaba;337092;0201010666;BIOPSIA DO COLO UTERINO;549.9;30
2017;316720;MG;Sete Lagoas;241835;0201010372;BIOPSIA DE PELE E PARTES MOLES;1162.35;45
2017;350550;SP;Barretos;122833;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;337172;3476
2016;410550;PR;Cianorte;83816;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;8827;91
2019;354780;SP;Santo André;721368;0201010666;BIOPSIA DO COLO UTERINO;4875.78;266
2016;313750;MG;Lagoa Formosa;18111;0201010232;BIÓPSIA DE GLÂNDULA SALIVAR;62.54;2
2017;260410;PE;Caruaru;365278;0201010640;PUNÇÃO P/ ESVAZIAMENTO;159;12
2015;355700;SP;Votorantim;123599;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2018;313620;MG;João Monlevade;80416;0201010518;BIOPSIA/PUNÇÃO DE VULVA;274.95;15
2018;420730;SC;Imbituba;45286;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;66.48;1
2017;313130;MG;Ipatinga;265409;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2017;430210;RS;Bento Gonçalves;121803;0201010631;PUNÇÃO LOMBAR;7.04;1
2018;320370;ES;Muniz Freire;17319;0201010640;PUNÇÃO P/ ESVAZIAMENTO;119.25;9
2018;230210;CE;Baturité;35941;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;379.68;16
2015;310445;MG;Aricanduva;5269;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;2
2018;150270;PA;Conceição do Araguaia;47991;0201010410;BIOPSIA DE PROSTATA;2586.64;28
2020;351440;SP;Dracena;47043;0201010631;PUNÇÃO LOMBAR;42.24;6
2019;312710;MG;Frutal;60012;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;129.36;6
2015;120040;AC;Rio Branco;413418;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);341.04;3
2020;150270;PA;Conceição do Araguaia;47991;0201010410;BIOPSIA DE PROSTATA;8498.96;93
2019;430510;RS;Caxias do Sul;517451;0201010275;BIOPSIA DE MEDULA OSSEA;17400;87
2017;314710;MG;Pará de Minas;94808;0201010372;BIOPSIA DE PELE E PARTES MOLES;6509.16;252
2016;431140;RS;Lajeado;85033;0201010631;PUNÇÃO LOMBAR;7.04;1
2020;150060;PA;Altamira;115969;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1115.31;47
2020;420420;SC;Chapecó;224013;0201010666;BIOPSIA DO COLO UTERINO;953.16;52
2019;352900;SP;Marília;240590;0201010275;BIOPSIA DE MEDULA OSSEA;28800;144
2015;432190;RS;Três Passos;23852;0201010631;PUNÇÃO LOMBAR;7.04;1
2015;354340;SP;Ribeirão Preto;711825;0201010445;BIOPSIA DE SEIO PARANASAL;18.33;1
2018;330300;RJ;Miracema;27154;0201010372;BIOPSIA DE PELE E PARTES MOLES;749.07;29
2015;353010;SP;Mirandópolis;29706;0201010372;BIOPSIA DE PELE E PARTES MOLES;878.22;34
2017;354340;SP;Ribeirão Preto;711825;0201010518;BIOPSIA/PUNÇÃO DE VULVA;879.84;48
2018;354160;SP;Promissão;40828;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2018;313440;MG;Iturama;39690;0201010631;PUNÇÃO LOMBAR;35.2;5
2019;240420;RN;Goianinha;26669;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;280;2
2018;353070;SP;Mogi Guaçu;153033;0201010275;BIOPSIA DE MEDULA OSSEA;8000;40
2020;353080;SP;Mogi Mirim;93650;0201010518;BIOPSIA/PUNÇÃO DE VULVA;91.65;5
2015;352310;SP;Itaquaquecetuba;375011;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;33.24;1
2018;350170;SP;Américo Brasiliense;41032;0201010224;BIOPSIA DE GANGLIO LINFATICO;92.38;2
2019;230410;CE;Crateús;75159;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1034.88;48
2016;421130;SC;Navegantes;83626;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1362.84;41
2018;230430;CE;Farias Brito;19389;0201010399;BIOPSIA DE PIRAMIDE NASAL;109.98;6
2015;430460;RS;Canoas;348208;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;166.11;7
2016;354140;SP;Presidente Prudente;230371;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;14841;153
2018;420460;SC;Criciúma;217311;0201010410;BIOPSIA DE PROSTATA;2217.12;24
2020;421480;SC;Rio do Sul;72006;0201010380;BIOPSIA DE PENIS;91.65;5
2020;150140;PA;Belém;1499641;0201010275;BIOPSIA DE MEDULA OSSEA;35400;177
2019;316860;MG;Teófilo Otoni;140937;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2792.16;42
2019;354390;SP;Rio Claro;208008;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;31080;222
2018;431610;RS;Ronda Alta;10617;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;146.64;8
2018;292530;BA;Porto Seguro;150658;0201010666;BIOPSIA DO COLO UTERINO;2040;105
2016;351870;SP;Guarujá;322750;0201010380;BIOPSIA DE PENIS;0;1
